,mem,page,total
7692,1686772,13718704,15900160
7693,1686772,13735972,15917068
7694,1686772,13752892,15934236
7695,1686772,13768104,15949088
7697,1686772,13782920,15963908
7698,1686772,13797696,15979352
7699,1686772,13814296,15995684
7700,1686772,13831008,16012212
7701,1686772,13845560,16025416
7702,1686772,13861996,16042208
7703,1688356,13876292,16057732
7704,1691788,13890968,16075668
7705,1695484,13905096,16094412
7706,1699180,13919292,16111520
7707,1703140,13934984,16131236
7708,1706696,13890128,16093908
7709,1706696,13904288,16106204
7710,1706696,13917444,16119292
7711,1706696,13930864,16132664
7712,1706696,13944172,16147220
7713,1706696,13957756,16160900
7714,1706236,13949972,16151824
7715,1706500,13963316,16166072
7716,1705536,13938328,16141084
7717,1705536,13951820,16154172
7718,1705536,13966304,16169332
7719,1705076,13958996,16162896
7720,1704636,13952096,16155224
7721,1704212,13946264,16149740
7722,1704212,13958640,16162712
7723,1703828,13951780,16154948
7724,1703828,13965152,16167292
7725,1703400,13955968,16157908
7726,1703000,13949988,16153180
7727,1682196,13927008,16109404
7728,1681256,13975464,16155112
7729,1680008,13976820,16156404
7730,1678872,13978080,16157704
7731,1677916,13970948,16150000
7732,1675128,13552340,15732716
7733,1675128,13669244,15845180
7734,1675128,13766408,15942452
7735,1675124,13622564,15798400
7736,1675116,13718892,15894900
7737,1675116,13838872,16014396
7738,1675100,13597256,15772420
7740,1675100,13704696,15879096
7741,1675100,13811812,15983628
7742,1676144,13908788,16084016
7743,1679500,13981516,16161472
7744,1682316,13975344,16155408
7745,1684732,13434740,15620148
7746,1688692,13454976,15643900
7747,1692652,13480464,15670716
7748,1693444,13454076,15647760
7749,1693444,13473268,15667748
7750,1693444,13490784,15683924
7751,1693444,13507916,15700784
7752,1693444,13525748,15719052
7753,1693708,13544692,15737176
7754,1693708,13563808,15755880
7755,1693708,13583196,15776996
7756,1693708,13601664,15794924
7757,1693708,13618384,15811556
7758,1693708,13635436,15827216
7759,1693708,13651952,15844228
7760,1693708,13669688,15861308
7761,1693708,13685904,15878460
7762,1693708,13701908,15895088
7763,1693708,13720296,15912560
7764,1674916,13700548,15876544
7765,1674916,13717156,15893024
7766,1674916,13733816,15910316
7767,1674916,13748356,15924892
7768,1674916,13763196,15938444
7769,1674916,13777948,15952896
7770,1674916,13794248,15967748
7771,1674916,13809124,15982768
7772,1674916,13823700,15997684
7773,1674916,13838176,16011560
7774,1674916,13852836,16024716
7775,1674916,13867796,16038000
7776,1674916,13883336,16054640
7777,1678084,13898788,16073292
7778,1681780,13912888,16089728
7779,1685212,13926952,16107392
7780,1688908,13940444,16125868
7781,1692868,13955812,16146572
7783,1694224,13887224,16084776
7784,1694224,13901484,16096508
7785,1694224,13914292,16109880
7786,1694224,13927112,16122984
7787,1694224,13941248,16139000
7788,1694224,13953820,16151108
7789,1694488,13966788,16164752
7790,1694008,13957656,16153476
7791,1694008,13970916,16167292
7792,1693524,13964040,16158960
7793,1693056,13956020,16151084
7794,1693056,13968944,16164696
7795,1692572,13956308,16152456
7796,1692572,13968700,16162160
7797,1692088,13958836,16151988
7798,1691824,13961284,16154980
7799,1691620,13963536,16157764
7800,1691184,13957756,16152268
7801,1691088,13965820,16161000
7802,1670256,13921544,16094776
7803,1669712,13989348,16165028
7804,1668252,13981332,16155160
7805,1667004,13980828,16154992
7806,1664036,13640728,15813368
7807,1664036,13767512,15938416
7808,1664036,13863688,16034388
7809,1664036,13707708,15878388
7810,1664036,13806088,15976168
7811,1664036,13926884,16095756
7812,1664036,13746364,15915892
7813,1664036,13842944,16013464
7814,1664036,13961840,16133504
7815,1663404,13686812,15858492
7816,1663932,13790400,15958752
7817,1667628,13894344,16066500
7818,1671060,13703224,15879920
7819,1675284,13722292,15903168
