,mem,page,total
15707,569916,15255636,16138640
15709,570180,15281516,16165100
15710,570180,15268000,16152168
15711,570180,15253572,16138036
15712,570180,15279356,16162732
15713,570180,15265324,16149160
15714,570180,15252056,16134308
15715,570180,15276972,16159544
15716,570180,15262800,16144532
15717,570180,15279540,16151096
15718,570176,15284204,16160144
15719,570156,15270536,16147200
15720,570152,15277844,16154156
15721,570124,15263016,16140716
15722,570124,15288564,16164356
15723,570124,15274156,16150412
15724,570092,15259348,16135032
15725,570092,15285096,16160512
15726,570092,15269756,16146796
15727,570092,15255388,16132960
15728,570092,15279760,16157000
15729,570092,15276180,16153600
15730,559008,15211072,16080720
15731,559008,15234132,16102344
15732,559008,15257692,16126224
15733,559008,15280708,16149212
15734,559008,15286312,16153932
15735,559008,15281368,16149820
15736,559008,15303088,16169832
15737,559008,15267596,16137340
15738,559008,15290752,16159792
15739,559008,15291192,16160884
15740,559008,15295908,16164876
15741,559008,15280568,16149724
15742,559008,15265532,16134940
15743,559008,15287684,16157740
15744,559008,15271896,16141028
15745,559008,15296824,16165512
15746,559004,15281144,16149920
15747,559004,15283264,16151604
15748,559004,15290700,16160128
15749,558992,15295408,16166576
15750,558992,15291112,16162716
15751,558992,15294020,16166028
15752,558992,15298776,16168944
15754,560308,15293804,16165756
15755,562420,15297140,16163240
15756,564268,15292352,16168384
15757,566644,15289024,16169124
15758,569020,15287148,16168524
15759,570076,15270828,16154532
15760,570076,15264252,16147564
15761,570056,15270504,16152012
15762,570056,15269932,16152184
15763,570056,15274392,16155852
15764,570044,14992740,15874592
15765,570044,15075844,15957596
15766,570308,15158336,16041576
15767,570308,15260716,16142540
15768,570304,15268948,16149596
15769,570304,15276344,16152680
15770,570304,14954988,15835848
15771,570304,15045580,15926608
15772,570304,15151992,16031264
15773,570304,15238576,16117580
15774,570304,15272012,16153648
15775,570300,15279572,16157056
15776,574260,15282236,16158976
15777,575580,15270884,16150672
15778,575580,15281500,16161364
15779,575580,15275792,16157052
15780,575580,15281788,16163144
15781,575844,14599940,15484108
15782,575844,14711268,15595444
15783,575844,14815584,15698756
15784,575844,14920512,15802776
15785,575844,14994192,15876864
15786,575844,15025492,15907544
15787,575844,15055276,15938036
15788,575844,15085420,15968576
15789,575844,15116808,15999680
15790,575844,15147640,16030912
15791,575844,15165504,16049608
15792,575844,15196816,16080384
15794,564760,14834072,15709872
15795,564760,14862892,15737876
15796,564760,14891116,15765620
15797,564760,14919788,15794080
15798,564760,14947524,15821612
15799,564760,14975348,15850064
15800,564760,15004548,15878336
15801,564760,15032488,15906284
15802,564760,15060240,15934084
15803,564760,15088776,15962512
15804,564760,15116820,15991400
15805,564760,15144972,16019408
15806,564760,15173484,16045088
15807,564760,15201168,16073624
15808,564760,15229016,16100976
15809,564760,15256792,16129696
15810,564760,15283656,16157096
15811,564760,15280536,16154160
15812,564760,15288344,16162580
15813,564760,15272688,16146484
15814,567660,15280540,16158248
15815,570300,15287912,16166724
15816,573200,15274412,16156288
15817,575456,15217688,16103652
15818,575456,15244680,16129184
15819,575456,15268944,16153876
15820,575452,15268380,16154484
15821,575716,15281916,16156976
15822,575596,15269848,16152500
15823,575504,15271088,16158788
15824,575344,15267684,16155828
15825,575280,15263804,16151632
15826,575280,15269232,16156396
15827,575264,15276856,16163508
15828,575232,15267680,16153892
15829,575228,15267664,16153080
15830,575228,15251900,16137892
15831,575228,15277680,16161872
15832,575228,15267724,16152836
15833,575228,15265992,16150896
15834,575228,15273128,16158456
15835,575228,15256524,16141688
15836,575228,15283000,16166668
15837,575228,15274300,16158516
15839,575228,15274824,16159756
15840,575224,15271276,16154836
15841,575224,15271868,16155424
15842,564140,15206888,16081808
15843,564140,15231036,16103940
15844,564140,15255140,16127512
15845,564140,15279416,16150232
15846,564140,15293328,16164508
15847,564140,15277668,16149176
15848,564140,15291004,16162416
15849,564140,15275052,16147048
15850,564140,15280188,16152636
15851,564140,15263096,16133644
15852,564140,15288032,16158424
15853,564140,15283076,16154708
15854,564140,15263832,16133544
15855,564140,15288532,16159724
15856,564132,15272572,16144288
15857,564132,15297396,16167464
15858,564132,15279452,16150424
15859,564128,15263304,16133924
15860,564128,15287496,16158436
15861,564128,15287836,16157864
15862,564128,15287900,16158632
