,mem,page,total
715,2132016,13233600,15719956
716,2132016,13242328,15728380
717,2132016,13250680,15736388
718,2132016,13259344,15744988
719,2132016,13267832,15753636
720,2107436,13238416,15701368
721,2107436,13245540,15708124
722,2107436,13252924,15715984
723,2107436,13260076,15722748
724,2107436,13267416,15729692
725,2108228,13274364,15736812
726,2115620,13281692,15751252
727,2123012,13288804,15765256
728,2130404,13321468,15803840
729,2130668,13265136,15750616
730,2130668,13271324,15757144
731,2130668,13277600,15762980
732,2130932,13284080,15770296
733,2130932,13290120,15776052
734,2130932,13296540,15781724
735,2130932,13302760,15787556
736,2130932,13308780,15794316
737,2130932,13315188,15800700
738,2130932,13346940,15815424
739,2107384,13390664,15852896
740,2107384,13327468,15789904
741,2107384,13435788,15898428
742,2107384,13297596,15761680
743,2108172,13420492,15883588
744,2117412,13526236,15996720
745,2126916,13648524,16128160
746,2132460,13260016,15748420
747,2135228,13368864,15856748
748,2134964,13210520,15699632
749,2136252,13321420,15810620
750,2135196,13414452,15902940
751,2136516,13172868,15665056
752,2136516,13182144,15675152
754,2111936,13153968,15623208
755,2111936,13162140,15630232
756,2111936,13170324,15637532
757,2111936,13178052,15645416
758,2111936,13186188,15653724
759,2116688,13194140,15666252
760,2124872,13201772,15682452
761,2133056,13209800,15698816
762,2135692,13179924,15668416
763,2135692,13186768,15675108
764,2135692,13193380,15682448
765,2135956,13200324,15689180
766,2135956,13207244,15695780
767,2135956,13213656,15702340
768,2135956,13220592,15709428
769,2135956,13227500,15716216
770,2135956,13234036,15722208
771,2112404,13269308,15731916
772,2112404,13271492,15737332
773,2112404,13378068,15842612
774,2112404,13491632,15956048
775,2112404,13273140,15737128
776,2120588,13367316,15839864
777,2131412,13195244,15681016
778,2136692,13168200,15659752
779,2136692,13177212,15668576
780,2136956,13186364,15677912
781,2136956,13195352,15686696
782,2136956,13204040,15695724
783,2136956,13213084,15705400
784,2136956,13222060,15714216
785,2112376,13192860,15662224
786,2112376,13200796,15669516
787,2112376,13208016,15676580
788,2112376,13215708,15684652
789,2112376,13223408,15692400
790,2114752,13230672,15700116
791,2122408,13238164,15715564
792,2130064,13245344,15730992
793,2135608,13215456,15706936
794,2135608,13221964,15714228
795,2135608,13228608,15719668
797,2135608,13235180,15725392
798,2135872,13241428,15732656
799,2135872,13247864,15738356
800,2135872,13254088,15745020
801,2135872,13260676,15751656
802,2135872,13267280,15758168
803,2135872,13273324,15764208
804,2112320,13308288,15776248
805,2112320,13314008,15780780
806,2112320,13287996,15755652
807,2112320,13396820,15864016
808,2112320,13512192,15978680
809,2118656,13347360,15820188
810,2128424,13469752,15952804
811,2136608,13527804,16020560
812,2136608,13312484,15805024
813,2136608,13406420,15896000
814,2133176,13214496,15703116
815,2133176,13224036,15711968
816,2133176,13233180,15720732
817,2133176,13242680,15730040
818,2108596,13214372,15677568
819,2108596,13222548,15685256
820,2108596,13230248,15693216
821,2108596,13238252,15701320
822,2108596,13246232,15709140
823,2110708,13253672,15719008
824,2118628,13261544,15734876
825,2126812,13269420,15750140
826,2131828,13239708,15725744
827,2131828,13246600,15732596
828,2131828,13253216,15739864
829,2132092,13259716,15746156
830,2132092,13266556,15752960
831,2132092,13273208,15758756
832,2132092,13279664,15764824
833,2132092,13286492,15771488
834,2132092,13292892,15778236
835,2108536,13264676,15727804
836,2108536,13266628,15729560
837,2108536,13384640,15847460
838,2108536,13489152,15949604
839,2108536,13611236,16071964
841,2110120,13328920,15793028
842,2121468,13431684,15905668
843,2132292,13547976,16031096
844,2133612,13230416,15716960
845,2133612,13239332,15724828
846,2133876,13248548,15733580
847,2133876,13257608,15744032
848,2133876,13266728,15752932
849,2133876,13275404,15761968
850,2109296,13247424,15709912
851,2109296,13255016,15717740
852,2109296,13262852,15725364
853,2109296,13270208,15733200
854,2109296,13277900,15740976
855,2109296,13285392,15747876
856,2115104,13292644,15760792
857,2122760,13300272,15776300
858,2130680,13307872,15791292
859,2132792,13277672,15764196
860,2132792,13284116,15769968
861,2132792,13290860,15776772
862,2133056,13297188,15783344
863,2133056,13303692,15788876
864,2133056,13309928,15795904
865,2133056,13316564,15802996
866,2133056,13323180,15809380
867,2133056,13329620,15816216
868,2109500,13313036,15777740
869,2109500,13313028,15776664
870,2109500,13361512,15822848
871,2110292,13466236,15928964
872,2110292,13347400,15810380
873,2112932,13457684,15923144
874,2122964,13577216,16053376
875,2132732,13685580,16153820
876,2135108,13324312,15812660
877,2134024,13412368,15899356
878,2135076,13313012,15801544
879,2136132,13417044,15906352
880,2129016,13204684,15688612
881,2129016,13213892,15697288
882,2129016,13186416,15646924
884,2104436,13194504,15653376
885,2104436,13202620,15661264
886,2104436,13210268,15669252
887,2104436,13218136,15677416
888,2104436,13226084,15684712
889,2111828,13233580,15699608
890,2119748,13241464,15716184
891,2127668,13212284,15694624
892,2127668,13219020,15701452
893,2127668,13225612,15707352
894,2127668,13232504,15713320
895,2127932,13239248,15720604
896,2127932,13245728,15727000
897,2127932,13252604,15733748
898,2127932,13259052,15740044
899,2127932,13265728,15747828
900,2127932,13272556,15754612
901,2105704,13314416,15773860
902,2104488,13315836,15773708
903,2105276,13251532,15710624
904,2106332,13374240,15832132
905,2105276,13479228,15938064
906,2116100,13605572,16074256
907,2128508,13310400,15792464
908,2135832,13378096,15868104
909,2133988,13473100,15961884
910,2135568,13213792,15706116
911,2135568,13223348,15714408
912,2135568,13232916,15724072
913,2135568,13242056,15732876
914,2135568,13270900,15761040
915,2109964,13222420,15687716
916,2109964,13230580,15695276
917,2109964,13238312,15703332
918,2109964,13246336,15711088
919,2109964,13254172,15719216
920,2116300,13261792,15732584
