,mem,page,total
425,2092520,13473036,15893136
426,2092648,13648100,16068836
427,2092912,13747624,16167696
428,2093704,13737352,16156436
429,2096600,13434096,15858652
431,2097520,13521428,15945704
432,2096388,13482468,15905712
433,2097972,13454500,15879688
434,2099628,13673424,16099820
435,2099624,13731316,16158688
436,2099624,13722392,16150372
437,2098100,13538504,15965200
438,2100740,13657636,16087544
439,2100212,13532104,15959156
440,2102380,13556832,15986428
441,2100992,13518984,15948276
442,2101848,13709392,16139156
443,2102640,13728072,16157280
444,2103960,13723532,16152972
445,2100476,13582272,16010660
446,2100476,13737084,16162556
447,2101796,13731328,16160520
448,2102944,13467484,15897456
449,2103980,13662160,16092264
450,2105036,13719800,16150876
451,2100756,13448508,15877220
452,2100884,13639648,16067636
453,2101676,13723060,16152548
454,2101940,13727512,16156536
455,2104512,13533564,15966296
456,2104640,13681956,16113892
457,2104900,13718152,16148340
458,2103604,13451956,15883752
459,2103736,13616656,16047652
460,2104000,13726408,16157704
461,2104792,13726024,16152176
462,2105556,13536464,15968940
463,2105684,13712552,16144676
464,2107004,13720392,16153732
465,2106740,13723028,16156024
466,2104864,13622560,16055680
467,2105656,13733488,16166328
468,2070280,13766616,16164444
470,2071220,13572336,15971736
471,2071876,13735520,16135544
472,2073196,13765828,16166272
473,2072932,13758144,16157908
474,2070040,13615792,16013164
475,2075056,13764040,16166412
476,2080072,13743228,16149760
477,2085352,13747388,16158704
478,2091160,13747456,16165776
479,2099224,13489984,15916968
480,2101728,13642748,16071932
481,2103576,13708040,16139100
482,2107224,13521304,15957388
483,2102708,13484776,15916276
484,2105476,13600548,16034220
485,2103628,13500852,15932424
486,2104608,13599120,16030520
487,2105664,13683972,16117988
488,2104540,13560932,15992156
489,2085564,13620416,16034816
490,2085828,13472076,15885996
491,2087188,13672300,16087312
492,2088508,13741364,16156844
493,2086004,13459428,15873492
494,2091940,13567088,15986332
495,2100916,13656972,16085140
496,2108836,13612004,16009072
497,2109860,13552088,15990272
498,2109860,13721012,16159296
499,2110124,13716912,16155020
500,2110796,13510424,15950068
501,2110660,13670004,16107984
502,2111452,13725500,16164660
503,2111452,13725656,16164436
504,2110452,13448732,15886264
505,2088948,13391556,15809332
506,2088948,13398700,15816048
507,2088948,13405524,15822852
508,2088948,13412624,15830712
509,2088948,13419580,15837484
510,2088948,13426436,15843752
512,2092116,13433536,15853920
513,2098980,13440404,15867276
514,2106108,13447056,15881436
515,2108520,13494968,15931568
516,2103692,13493316,15924660
517,2104484,13614864,16046376
518,2106068,13457828,15892752
519,2106636,13556532,15991488
520,2108748,13656428,16093748
521,2108068,13443608,15879156
522,2109652,13401108,15839032
523,2109652,13410248,15848696
524,2109652,13419288,15858036
525,2109652,13428148,15866904
526,2109652,13436928,15875692
527,2109652,13446128,15884512
528,2111236,13464136,15902916
529,2088492,13425800,15842404
530,2088492,13433512,15850948
531,2088492,13440716,15858272
532,2088492,13448260,15865344
533,2088492,13455588,15871912
534,2090340,13462848,15881724
535,2097996,13470540,15897184
536,2105652,13477800,15911476
537,2111196,13448052,15888356
538,2111196,13454620,15894656
539,2111196,13460860,15901508
540,2111460,13467092,15908572
541,2111460,13473640,15914540
542,2111460,13480040,15920792
543,2111460,13486060,15926856
544,2111460,13492712,15933148
545,2111460,13498988,15939684
546,2111460,13505628,15946724
547,2092064,13536148,15958536
548,2092852,13537160,15959080
549,2092852,13496236,15917176
550,2092716,13616188,16036128
551,2094300,13557236,15979972
552,2093772,13660804,16082564
553,2105388,13729840,16162448
555,2113952,13511076,15952760
556,2114476,13618080,16060172
557,2114088,13403780,15847040
558,2114088,13413148,15856420
559,2114088,13422464,15866012
560,2114088,13431880,15874516
561,2114088,13441032,15883880
562,2093744,13412780,15835732
563,2093744,13420592,15843860
564,2093744,13428476,15851444
565,2093744,13436300,15858728
566,2093744,13443668,15866028
567,2093744,13451464,15873872
568,2097704,13459312,15885244
569,2105360,13466776,15899780
570,2113032,13437720,15878512
571,2113032,13444044,15886016
572,2113032,13450840,15891756
573,2113032,13457220,15898520
574,2113032,13463560,15905876
575,2113032,13470960,15913200
576,2113032,13477792,15919412
577,2113032,13484292,15926744
578,2113032,13491060,15932956
579,2113032,13497740,15939492
580,2094348,13530632,15954948
581,2095928,13477356,15902128
582,2096584,13599108,16024204
583,2096056,13702916,16126532
584,2099224,13556548,15984448
585,2099508,13651560,16078800
586,2109924,13470568,15907808
587,2117580,13442932,15890140
588,2117580,13451632,15898452
589,2117844,13460324,15907768
590,2117844,13471816,15918848
591,2117844,13480788,15927440
592,2117844,13489620,15936804
593,2117844,13498448,15945536
594,2097360,13469144,15896368
595,2097360,13476960,15904052
596,2097360,13484200,15912180
598,2097360,13491576,15919220
599,2097360,13499172,15926308
600,2097360,13506788,15933860
601,2098680,13514016,15941908
602,2106072,13521448,15957280
603,2113728,13528980,15972936
604,2116632,13497936,15944616
605,2116632,13504580,15950972
606,2116632,13511096,15957792
607,2116896,13517396,15964872
608,2116896,13523992,15970432
609,2116896,13530224,15977512
610,2116896,13536660,15983908
611,2116896,13543256,15990388
612,2116896,13549664,15996412
613,2116896,13555864,16002840
614,2097564,13593348,16020432
615,2099672,13596976,16025604
616,2098352,13566572,15992720
617,2100728,13680760,16109824
618,2097564,13543972,15969868
619,2101256,13658208,16087320
620,2109176,13712856,16149048
621,2119204,13474984,15923616
622,2119204,13584112,16033284
623,2119468,13420620,15870128
624,2121716,13527544,15977548
625,2119604,13359864,15809304
626,2119604,13369424,15819196
627,2119604,13378488,15828496
628,2099120,13350308,15779252
629,2099120,13357756,15786112
630,2099120,13365848,15793980
631,2099120,13373440,15801784
632,2099120,13381388,15809280
633,2099120,13389356,15817384
634,2103872,13397048,15829748
635,2111792,13405112,15845924
636,2118392,13375560,15822140
637,2118392,13382268,15828528
638,2118392,13389164,15835236
640,2118656,13395544,15842016
641,2118656,13402228,15848576
642,2118656,13409180,15856656
643,2118656,13415780,15863404
644,2118656,13422748,15870648
645,2118656,13429512,15877160
646,2118656,13436040,15882988
647,2099200,13478620,15906544
648,2099200,13445284,15871580
649,2099988,13454804,15882144
650,2100716,13564196,15993224
651,2098868,13681168,16107500
652,2104148,13398140,15831288
653,2115880,13512048,15955004
654,2122744,13574500,16024460
655,2115880,13335436,15779316
656,2116144,13344900,15788024
657,2116144,13353860,15797948
658,2116144,13363172,15807792
659,2116144,13372500,15817060
660,2116144,13381812,15825604
661,2095660,13353296,15777736
662,2095660,13360952,15785036
663,2095660,13368856,15792840
664,2095660,13376708,15800724
665,2095660,13383980,15808268
666,2095660,13391740,15815836
667,2103580,13399516,15831232
668,2111500,13406824,15847116
669,2114668,13377488,15821120
670,2114668,13384096,15827420
671,2114668,13390908,15833964
672,2114932,13397288,15840964
673,2114932,13403800,15847476
674,2114932,13410396,15853028
675,2114932,13416816,15860124
676,2114932,13423496,15865604
677,2114932,13429968,15872480
678,2095472,13400928,15825192
679,2096788,13507932,15932196
681,2097052,13514416,15938916
682,2097052,13623372,16047740
683,2098108,13462584,15887184
684,2100276,13565368,15992216
685,2106084,13479792,15890356
686,2116908,13423900,15867656
687,2118756,13375212,15821352
688,2118756,13383764,15830600
689,2119020,13392784,15838336
690,2119020,13401736,15848268
691,2119020,13410700,15857528
692,2119020,13419404,15866884
693,2119020,13428408,15875412
694,2098536,13398612,15826092
695,2098536,13406176,15832888
696,2098536,13413332,15840456
697,2098536,13420940,15847796
698,2098536,13428320,15854592
699,2098536,13435484,15861812
700,2103552,13443220,15874224
701,2110944,13450252,15889044
702,2117808,13420092,15865624
703,2117808,13426440,15872664
704,2117808,13432828,15878476
705,2118072,13438988,15884452
706,2118072,13445640,15891848
707,2118072,13452104,15898068
708,2118072,13458268,15904684
709,2118072,13464876,15910456
710,2118072,13471092,15918040
711,2118072,13477656,15923812
712,2098616,13464756,15890068
713,2099932,13458804,15886840
714,2100060,13504864,15933688
715,2099532,13609208,16036404
716,2100852,13507256,15935588
717,2100248,13611588,16038172
718,2107376,13734496,16170612
719,2118772,13527168,15974384
720,2122200,13386484,15838068
721,2122456,13605748,16056432
722,2124036,13705240,16157372
724,2121036,13410916,15861652
725,2121036,13420528,15870568
726,2121036,13429984,15880168
727,2121036,13439468,15889272
728,2100552,13409732,15840076
729,2100552,13417692,15847604
730,2100552,13425744,15855472
731,2100552,13433380,15863268
732,2100552,13441384,15870560
733,2100552,13449176,15878388
734,2107944,13456688,15892996
735,2115864,13464608,15909636
736,2119824,13433940,15881656
737,2119824,13440792,15889264
738,2119824,13447396,15896360
739,2120088,13454320,15903100
740,2120088,13460856,15910604
741,2120088,13467584,15917424
742,2120088,13474464,15923456
743,2120088,13480956,15930268
744,2120088,13487836,15937048
745,2120088,13480196,15886372
746,2100632,13565900,15995324
747,2101412,13574608,16004140
748,2102732,13516848,15947724
749,2102320,13620652,16050508
750,2102848,13722260,16153768
751,2111560,13408868,15849596
752,2123404,13629016,16080728
753,2129740,13706876,16164064
754,2126392,13400480,15857220
755,2126392,13410652,15867520
756,2126392,13420144,15876056
757,2126392,13429648,15886012
758,2126392,13438676,15894004
759,2126392,13451004,15906716
760,2104884,13417984,15853496
761,2104884,13425812,15860616
762,2104884,13433800,15868388
763,2104884,13441680,15875648
764,2104884,13449404,15883444
765,2104884,13457248,15890516
767,2112540,13464924,15906180
768,2120196,13472336,15921772
769,2124156,13441684,15895352
770,2124156,13448308,15902180
771,2124156,13455200,15909080
772,2124420,13461680,15915804
773,2124420,13468348,15921940
774,2124420,13475172,15928200
775,2124420,13481592,15935508
776,2124420,13488380,15941452
777,2124420,13494972,15947996
778,2124420,13517872,15972756
779,2105880,13561704,15996388
780,2103404,13560884,15993356
781,2103932,13479740,15912740
782,2104460,13601652,16035436
783,2103404,13706028,16136000
784,2109212,13728724,16165920
785,2121356,13324848,15774028
786,2131012,13394904,15854412
787,2133124,13495932,15957632
788,2132304,13336036,15796348
789,2132564,13441820,15902348
790,2128652,13226540,15684144
791,2128652,13236056,15693436
792,2128652,13245684,15702776
793,2107144,13216748,15652904
794,2107144,13224700,15660772
795,2107144,13232788,15668112
796,2107144,13240972,15676168
797,2107144,13248796,15684468
798,2107144,13256656,15692388
799,2114536,13264884,15707548
800,2122720,13272584,15723132
801,2126680,13242500,15697808
802,2126680,13249288,15703688
803,2126680,13255832,15711012
804,2126944,13262756,15717676
805,2126944,13269404,15724408
806,2126944,13276432,15730700
807,2126944,13283232,15736984
808,2126944,13289828,15744324
810,2126944,13296788,15751404
811,2107484,13288464,15723156
812,2107720,13281128,15715588
813,2108772,13403024,15838180
814,2107720,13506624,15941372
815,2108244,13286996,15723636
816,2108244,13297536,15733164
817,2119068,13308060,15754812
818,2128572,13280796,15737628
819,2128572,13289656,15745748
820,2128836,13298424,15754868
821,2128836,13306852,15763680
822,2128836,13315616,15771760
823,2128836,13324460,15781156
824,2128836,13333268,15789960
825,2128836,13358228,15814664
826,2108352,13311816,15748152
827,2108352,13319296,15755184
828,2108352,13326304,15762296
829,2108352,13333700,15769984
830,2108352,13340996,15776708
831,2108352,13348092,15784220
832,2113632,13355596,15797080
833,2121024,13363060,15811972
834,2127624,13332896,15787560
835,2127624,13339004,15793708
836,2127624,13345088,15800544
837,2127888,13351504,15807128
838,2127888,13357756,15812868
839,2127888,13363960,15819468
840,2127888,13370380,15825272
841,2127888,13376540,15832344
842,2127888,13382864,15838360
843,2127888,13389360,15845124
844,2108432,13363024,15799104
845,2108432,13466444,15902668
846,2106184,13397220,15829840
847,2106184,13512400,15945668
848,2106184,13387028,15819932
849,2106184,13509368,15941560
850,2111200,13611908,16051280
851,2120704,13722408,16168284
852,2128096,13281132,15738164
854,2128620,13387780,15845648
855,2128884,13225420,15684232
856,2128884,13341160,15800944
857,2128884,13438804,15897860
858,2128884,13193960,15654400
859,2128884,13203576,15663504
860,2108400,13175068,15616024
861,2108400,13183044,15622356
862,2108400,13191160,15630728
863,2108400,13199324,15638792
864,2108400,13207024,15646808
865,2108400,13215176,15654416
866,2116056,13223308,15670788
867,2124240,13231024,15686688
868,2127936,13200904,15660692
869,2127936,13207892,15667308
870,2127936,13214460,15673876
871,2128200,13221380,15680648
872,2128200,13228300,15687460
873,2128200,13234988,15693768
874,2128200,13242028,15701572
875,2128200,13248656,15707588
876,2128200,13255500,15714416
877,2109796,13258916,15699808
878,2107352,13254980,15692704
879,2109616,13373436,15813408
880,2108676,13317240,15755428
881,2109204,13441996,15878900
882,2108676,13547100,15985084
883,2119500,13663264,16112480
884,2132588,13317376,15781140
885,2133116,13189492,15652308
886,2133380,13198804,15662468
887,2133380,13207972,15671832
888,2133380,13217420,15680588
889,2133380,13226816,15690408
890,2133380,13236020,15700088
891,2114800,13208248,15653648
892,2114800,13216144,15662320
893,2114800,13223996,15669060
894,2114800,13231820,15676872
896,2114800,13239428,15685108
897,2114800,13246892,15691368
898,2120080,13254536,15704536
899,2128000,13262416,15720152
900,2134072,13233392,15697512
901,2134072,13240012,15704056
902,2134072,13246640,15710844
903,2134336,13253456,15717892
904,2134336,13260088,15724964
905,2134336,13266472,15731524
906,2134336,13273212,15738880
907,2134336,13279612,15745116
908,2134336,13286296,15751652
909,2134336,13303240,15768332
910,2115172,13349832,15796440
911,2115960,13350076,15797184
912,2115960,13284404,15729896
913,2116752,13407236,15852832
914,2116752,13511536,15957244
915,2122560,13635168,16086728
916,2132856,13330316,15792164
917,2139696,13391540,15862612
918,2138116,13493204,15960536
919,2139696,13235056,15705856
920,2139696,13244416,15714628
921,2139696,13253768,15723764
922,2139696,13262772,15733048
923,2139696,13272568,15742300
924,2118196,13243436,15692672
925,2118196,13251044,15699752
926,2118196,13258916,15707516
927,2118196,13266596,15715296
928,2118196,13274136,15722272
929,2118196,13282044,15730408
930,2125852,13289624,15745416
931,2133772,13297404,15761064
932,2137204,13267920,15735464
933,2137204,13274064,15741668
934,2137204,13280488,15747888
935,2137468,13287232,15754716
936,2137468,13293676,15761268
938,2137468,13300528,15767948
939,2137468,13307136,15774972
940,2137468,13313568,15781768
941,2137468,13320420,15788524
942,2118324,13289828,15739580
943,2118324,13398292,15845916
944,2118324,13409200,15856660
945,2118324,13322396,15771588
946,2118324,13444700,15894328
947,2118324,13550124,16001240
948,2125452,13672540,16126016
949,2136276,13326664,15790544
950,2140236,13391284,15859932
951,2140764,13273388,15742688
952,2142592,13365480,15836824
953,2140480,13202084,15670592
954,2140480,13211500,15679420
955,2140480,13221068,15689028
956,2140480,13255352,15722064
957,2119996,13201280,15649236
958,2119996,13209136,15656520
959,2119996,13216940,15665080
960,2119996,13224576,15672616
961,2119996,13232680,15680460
962,2121844,13240756,15690996
963,2130028,13248408,15707116
964,2137948,13271676,15737664
965,2139268,13226144,15694268
966,2139268,13232572,15700352
967,2139532,13239168,15707132
968,2139532,13246172,15713724
969,2139532,13252724,15720624
970,2139532,13259448,15727040
971,2139532,13266344,15733640
972,2139532,13272840,15740200
973,2139532,13279724,15747728
974,2120076,13298040,15747292
975,2117548,13294776,15740180
976,2117548,13399696,15844536
977,2117548,13362140,15806472
978,2117548,13479084,15923172
979,2118868,13589004,16035132
981,2129692,13350532,15809040
982,2138668,13404552,15871776
983,2135148,13212696,15676168
984,2135412,13222276,15686200
985,2135412,13231304,15695224
986,2135412,13240620,15704768
987,2135412,13249868,15713832
988,2135412,13258964,15722912
989,2115824,13231148,15675236
990,2115824,13239044,15683080
991,2115824,13246620,15690136
992,2115824,13254528,15699108
993,2115824,13262004,15705888
994,2115824,13269632,15713684
995,2122424,13277400,15728292
996,2130344,13285180,15744152
997,2135096,13255844,15719008
998,2135096,13262372,15725504
999,2135096,13269192,15731724
1000,2135360,13275572,15738316
1001,2135360,13282328,15744860
1002,2135360,13288872,15751776
1003,2135360,13295224,15757832
1004,2135360,13301968,15764880
1005,2135360,13308348,15771796
1006,2135620,13341072,15804964
1007,2116192,13383660,15829344
1008,2116192,13382140,15827344
1009,2116192,13502020,15946076
1010,2116192,13611200,16054872
1011,2116192,13385580,15828232
1012,2122528,13492228,15941560
1013,2129572,13275064,15730068
1014,2133004,13246064,15705088
1015,2133004,13254700,15714200
1016,2133268,13263604,15723840
1017,2133268,13272416,15733132
1018,2133268,13280852,15741568
1019,2133268,13289772,15750576
1020,2133268,13298692,15759192
1021,2112788,13269528,15710272
1022,2112788,13277108,15716808
1024,2112788,13284268,15724392
1025,2112788,13291440,15730880
1026,2112788,13298752,15737976
1027,2112788,13306308,15745300
1028,2115956,13313468,15756176
